"Filename","Google_Photos_Link","GPSLatitude","GPSLongitude","Survey_run"
"IMG_0133_E","https://photos.google.com/photo/AF1QipOI_GhCKP6O_K2RuiCNbcll0qwK_1VcUpONDsKb",55.905,-4.2872,"E"
"IMG_0134_E","https://photos.google.com/photo/AF1QipMRx9fyugujE--F9JprjRf0dBgAnIX-42y7zHyI",55.9057,-4.2888,"E"
"IMG_0135_E","https://photos.google.com/photo/AF1QipOpyi-vC4_ukkVt_k4tQ8Sj0NJbg2FTg6wl5Sbr",55.906,-4.2885,"E"
"IMG_0136_E","https://photos.google.com/photo/AF1QipNl9VBwWG_ArLIQxgJVYLgP3bPZ0hZ_kYuWJMPS",55.9061,-4.2885,"E"
"IMG_0137_E","https://photos.google.com/photo/AF1QipM7eOiSYmJiaCqFcCebtYOag_5rmSXvR-1ZgGAd",55.9062,-4.2869,"E"
"IMG_0138_E","https://photos.google.com/photo/AF1QipPllKEnnJ31XLu3OlgK9gpX37nTM64lz6iO4elt",55.9061,-4.2864,"E"
"IMG_0139_E","https://photos.google.com/photo/AF1QipMiSEu87DwL3_QzKUds0lsBfXxU_EvfjJnBKw8k",55.9062,-4.2875,"E"
"IMG_0140_E","https://photos.google.com/photo/AF1QipPHBabHNn6BPT6lpFka3qeItzx2XQp8wXNVIll_",55.907,-4.2891,"E"
"IMG_0141_E","https://photos.google.com/photo/AF1QipNUYtN29ct0XxZa9nowLaWp0edvx1iGJie3Pc9E",55.907,-4.2881,"E"
"IMG_0142_E","https://photos.google.com/photo/AF1QipMTutROw6k7t2uaa9rgJVaCnVFB56wy5vj89jTv",55.9068,-4.2852,"E"
"IMG_0143_E","https://photos.google.com/photo/AF1QipNpAVI_lpKUTWX21I_Vg38OEdhRbJSJBxcaFpWP",55.9074,-4.2896,"E"
"IMG_0144_E","https://photos.google.com/photo/AF1QipMCFSZwkQ-bKOYDoEC56DQ7TVfDyQ8MSxJPBbWD",55.9067,-4.2908,"E"
"IMG_0145_E","https://photos.google.com/photo/AF1QipOg26c308asgGhlkCXipmDfmKHn9mmUAPWKUMK9",55.9067,-4.2909,"E"
"IMG_0146_E","https://photos.google.com/photo/AF1QipMH7z_Fi2BHogNvKyPz71GDimP2oQ6AaV3-JBUg",55.9064,-4.2926,"E"
"IMG_0147_E","https://photos.google.com/photo/AF1QipMDG8Wa1nycmyUoibwT9z9zY_5ceSii_Kb05I5s",55.9066,-4.2946,"E"
"IMG_0148_E","https://photos.google.com/photo/AF1QipMBXXJ-twadOdX2-bijSSrYvxb11cTCs6C7OCy1",55.9066,-4.2963,"E"
